,time,cost
0,0.0,2.0823870269027904
1,0.203125,0.12111902182139551
2,0.34375,53.056397708958556
3,0.53125,20.81675947180316
4,0.671875,28.71798866565522
5,0.859375,8.52076957383462
6,1.015625,7.4401616863688425
7,1.21875,5.96116985146441
8,1.4375,11.986730075038693
9,1.59375,7.745229846980983
10,1.78125,24.357085997665045
11,2.0625,0.14167794047620913
12,2.25,14.808481509621174
13,2.46875,4.2175296033976295
14,2.78125,0.37735043188270956
15,3.078125,10.392441542042064
16,3.25,0.17439346565095343
17,3.453125,4.7358725501504155
18,3.671875,0.1293004721558091
19,3.921875,23.379870185794076
20,4.0625,23.26577783966155
21,4.28125,0.27972229500222995
22,4.5625,0.1300125106027848
23,4.734375,0.8703186852146956
24,4.84375,4.087675304571208
25,5.09375,8.874067487363323
26,5.375,1.0146620589080442
27,5.59375,6.872658748805661
28,5.828125,0.6484812679992791
29,6.015625,9.703201628035746
30,6.234375,0.4449610597209857
31,6.453125,0.46408064080666045
32,6.671875,4.096995262026022
33,6.90625,5.564065588199954
34,7.140625,3.9371268587684396
35,7.4375,2.3765522411610065
36,7.75,5.593057207120311
37,7.90625,17.082831655930754
38,8.125,16.89598229845638
39,8.421875,0.368426923613234
40,8.59375,0.23338567041674163
41,8.6875,2.4670088193543136
42,8.875,33.38134016600242
43,9.125,26.951511615191215
44,9.328125,1.22258846641632
45,9.546875,0.2273335552555195
46,9.953125,3.6321217563073294
47,10.1875,3.090274038436372
48,10.46875,6.558913440142983
49,10.65625,11.429276511446572
50,10.875,1.2020484473656428
51,11.078125,3.8133907896183374
52,11.390625,3.2379655660638034
53,11.703125,14.7743635797135
54,12.0,9.826816809583189
55,12.25,0.5455641989808796
56,12.484375,34.22998890754608
57,12.671875,2.743085649291917
58,12.796875,5.880412345627721
59,13.0625,0.4454739175818473
60,13.34375,13.48875715363497
61,13.578125,9.782069205076805
62,13.78125,10.790861810758035
63,14.015625,1.328069627672074
64,14.25,0.12776947908626096
65,14.40625,0.7407051907350802
66,14.65625,42.501409634519085
67,14.859375,0.8436032421173575
68,15.125,3.4862483156472064
69,15.375,47.97648770811699
70,15.625,3.280167287136847
71,15.859375,3.7964935809517764
72,16.09375,4.877963126950472
73,16.65625,34.6949867333068
74,16.96875,1.6048967545925854
75,17.4375,1.4318867178546857
76,17.8125,16.365753103182087
77,18.0,0.35566977940795846
78,18.21875,1.3921170226039337
79,18.5,8.222815893310841
80,18.671875,0.1792284467697962
81,18.84375,3.109653815291767
82,19.0625,11.620783447941012
83,19.171875,0.7388365014800143
84,19.421875,2.032103215136941
85,19.640625,0.18525932394301822
86,19.90625,14.668047280480796
87,19.984375,2.386884645463099
88,20.140625,45.7677893053392
89,20.359375,1.713541604811992
90,20.5625,0.19570682840535022
91,20.84375,1.2608505807776116
92,21.109375,0.9882071723002649
93,21.375,0.39831196984665407
94,21.640625,26.443969685125616
95,21.875,16.04800798502879
96,22.234375,20.251504683727738
97,22.4375,5.989707983357987
98,22.703125,1.5235432979724037
99,23.046875,7.203144373344376
100,23.3125,27.709869925527983
101,23.5625,inf
102,23.8125,0.5852345145067039
103,24.015625,0.11036239940346877
104,24.296875,5.075355554846485
105,24.578125,0.15000898810951382
106,24.84375,1.9431879745826515
107,25.125,17.032392805261004
108,25.390625,10.941274022124144
109,25.65625,0.2615999100955171
110,25.921875,18.92978830197573
111,26.25,24.31235966482225
112,26.609375,0.15690083040089647
113,26.875,0.6585750362635652
114,27.109375,0.12350456914907082
115,27.484375,2.009233894578454
116,27.71875,25.87723735141389
117,27.984375,0.688853705279453
118,28.203125,23.556841839032124
119,28.390625,0.21737528638206577
120,28.6875,25.204925673365967
121,28.84375,21.965759498378418
122,29.046875,inf
123,29.375,0.6106297156296319
124,29.609375,2.120786341740665
125,29.84375,16.665481504318237
126,30.015625,22.798432474177247
127,30.359375,3.2588798435303326
128,30.65625,0.526409927055868
129,30.84375,5.2199203342744935
130,31.109375,0.2536903808347847
131,31.375,inf
132,31.640625,inf
133,31.890625,4.779168676238761
134,32.078125,22.74980335819552
135,32.265625,1.5664355705845356
136,32.453125,49.232236691764165
137,32.640625,0.3174774686951394
138,32.859375,3.8943723764978664
139,33.03125,23.472972989509522
140,33.234375,29.665618733770792
141,33.515625,2.340447891956734
142,33.71875,4.686537220309362
143,33.953125,15.652037300095419
144,34.140625,0.7461355766231197
145,34.4375,32.885752360266835
146,34.71875,4.193471173318074
147,35.0,0.46566184576147157
148,35.09375,1.7152978944745365
149,35.234375,inf
150,35.421875,0.5809959924891589
151,35.625,1.0245436018135565
152,35.859375,0.19159569412676544
153,36.0625,18.642415389897174
154,36.265625,5.214027790747211
155,36.46875,2.1572877921494573
156,36.71875,11.662266747084452
157,36.875,10.926810702880626
158,37.078125,15.919373030066783
159,37.328125,3.261223221026386
160,37.640625,44.89028295382454
161,37.828125,18.78235803125612
162,38.0625,1.171096506651937
163,38.328125,0.24491307547359767
164,38.5625,0.6022337632444371
